age,gender,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,mental_health_rating,exercise_frequency,diet_quality,internet_quality,exam_score,academic_risk_level,recommendations
20,Male,4.8,2.7,2.3,93.2,6.6,1,1,Good,Good,70.8,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
23,Female,3.9,1.1,2.9,86.8,7.0,10,1,Fair,Average,75.7,Medium Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
19,Female,3.8,2.0,1.5,80.8,5.1,1,0,Poor,Average,55.7,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
21,Male,4.8,2.9,2.6,66.0,7.6,6,0,Poor,Average,82.1,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
20,Male,3.3,2.1,2.1,99.4,4.4,3,6,Fair,Good,71.4,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Male,4.1,2.4,0.8,72.7,5.8,3,3,Fair,Good,66.7,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
23,Female,3.3,1.9,2.2,79.1,6.2,7,4,Fair,Average,70.9,Medium Risk,['Reduce entertainment screen time.']
19,Female,3.9,0.7,0.7,88.6,5.7,1,1,Poor,Poor,73.0,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
18,Male,2.6,2.9,1.1,73.0,5.8,1,5,Good,Poor,53.9,High Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
18,Female,0.0,4.6,2.0,70.1,8.7,10,3,Fair,Average,43.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.']"
19,Female,3.3,2.5,2.1,63.8,5.5,3,1,Fair,Average,55.4,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
23,Female,5.6,2.8,0.5,92.2,9.4,8,4,Fair,Good,100.0,Low Risk,['Maintain current positive study and lifestyle habits.']
22,Female,4.9,3.3,3.0,79.5,7.0,1,5,Fair,Average,71.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
19,Male,4.9,1.0,2.4,100.0,6.6,10,1,Fair,Average,89.2,Low Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
21,Male,5.4,4.5,1.0,75.1,7.1,4,2,Fair,Good,83.9,Low Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
21,Male,3.6,2.7,0.1,75.8,9.5,9,6,Poor,Average,89.1,Low Risk,['Improve diet quality to support better academic performance.']
18,Male,3.8,4.5,1.6,79.3,5.3,4,3,Good,Good,53.5,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
20,Female,2.6,1.6,1.3,87.4,5.2,10,6,Good,Poor,72.9,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
22,Female,3.0,4.7,1.9,80.3,5.6,8,0,Fair,Average,61.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
18,Male,4.4,3.4,1.4,91.1,6.5,7,1,Good,Good,69.1,Medium Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
20,Male,5.3,3.2,0.0,75.2,4.4,3,5,Good,Good,77.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
20,Male,3.3,2.8,1.4,71.2,6.5,7,5,Poor,Average,71.9,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve diet quality to support better academic performance.']"
24,Female,2.8,2.2,1.5,67.0,8.5,7,3,Good,Good,74.7,Medium Risk,['Improve class attendance to at least 80%.']
21,Male,3.5,3.9,2.5,62.8,6.7,10,3,Good,Good,74.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
23,Female,4.4,2.7,1.0,79.8,6.1,3,6,Fair,Average,85.4,Low Risk,['Focus on mental well-being and seek support if needed.']
17,Male,1.3,0.1,3.6,82.0,5.8,2,5,Poor,Average,44.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
23,Male,0.1,1.2,0.0,78.7,7.6,9,5,Poor,Good,53.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve diet quality to support better academic performance.']"
17,Other,2.7,2.3,3.2,97.4,5.5,1,5,Poor,Average,57.4,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
19,Other,1.7,2.9,1.6,97.3,8.7,7,1,Good,Good,53.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Increase weekly physical activity for better balance.']"
21,Male,2.7,2.4,2.7,81.7,8.8,4,5,Fair,Good,58.8,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
20,Female,3.3,4.0,1.9,67.1,6.8,2,0,Good,Good,43.5,High Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
22,Female,2.8,0.2,3.1,79.3,6.5,2,5,Good,Average,65.6,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
17,Female,5.7,2.7,1.4,79.0,7.7,8,0,Good,Average,89.8,Low Risk,['Increase weekly physical activity for better balance.']
23,Male,4.0,0.3,0.6,78.4,7.8,7,1,Good,Good,89.5,Low Risk,['Increase weekly physical activity for better balance.']
20,Female,4.0,3.4,3.4,78.0,5.5,7,3,Poor,Average,68.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
17,Female,4.4,2.4,1.7,78.5,5.9,5,0,Fair,Average,76.8,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
17,Female,1.8,3.0,2.0,81.1,4.9,10,1,Good,Average,47.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
24,Male,5.1,1.5,3.2,78.6,7.0,8,5,Poor,Poor,89.3,Low Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,3.4,4.0,0.7,87.1,7.3,2,1,Poor,Good,62.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
22,Male,4.5,3.8,2.5,88.6,4.9,2,5,Good,Average,66.1,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,1.9,3.2,1.2,75.9,6.0,5,6,Good,Good,41.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.']"
22,Male,1.2,2.3,1.7,97.7,4.9,1,1,Fair,Poor,28.0,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
18,Female,4.7,3.2,1.9,75.2,5.4,6,3,Good,Good,71.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
20,Other,4.1,1.7,0.1,68.8,7.2,4,0,Good,Average,67.5,Medium Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Male,2.1,3.5,0.9,88.8,5.6,6,6,Fair,Good,63.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Female,2.2,4.5,3.3,76.8,6.1,7,3,Poor,Good,50.2,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
21,Male,5.2,3.8,2.8,88.2,4.5,3,2,Good,Poor,72.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
21,Female,1.7,1.6,1.7,61.0,6.7,8,5,Fair,Good,67.9,Medium Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve class attendance to at least 80%.']"
23,Male,6.0,2.9,2.1,98.9,6.4,7,0,Poor,Average,100.0,Low Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
21,Female,2.1,0.9,1.5,91.7,5.6,1,3,Fair,Good,55.0,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
24,Female,4.5,3.2,3.3,70.0,6.3,6,0,Good,Good,59.9,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Increase weekly physical activity for better balance.']"
22,Female,3.0,3.0,1.6,70.2,6.7,7,2,Fair,Good,63.2,Medium Risk,['Improve class attendance to at least 80%.']
21,Female,4.4,0.3,2.1,100.0,5.5,4,4,Fair,Good,84.5,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
19,Female,2.7,1.1,3.1,77.6,4.7,2,5,Fair,Average,50.8,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
20,Female,3.3,2.2,0.9,76.7,8.7,10,5,Good,Poor,94.0,Low Risk,['Improve internet access or use campus resources for online learning.']
21,Female,3.6,2.1,3.5,62.3,5.7,9,1,Poor,Average,65.6,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
20,Female,2.0,1.0,0.1,81.5,6.4,7,5,Fair,Average,61.7,Medium Risk,['Maintain current positive study and lifestyle habits.']
19,Male,4.6,3.0,3.6,82.7,7.7,1,5,Good,Good,66.0,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
19,Female,2.7,2.8,1.4,92.2,10.0,8,3,Poor,Average,86.9,Low Risk,['Improve diet quality to support better academic performance.']
20,Female,3.2,2.3,1.5,71.0,5.0,3,6,Good,Good,59.6,High Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
17,Female,2.0,1.6,0.0,69.8,7.0,4,5,Good,Average,49.1,High Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
18,Male,0.0,3.8,1.3,89.5,5.7,5,5,Good,Average,31.1,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
23,Female,3.2,4.5,0.7,95.1,5.9,1,2,Fair,Good,45.7,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
17,Male,7.1,1.9,1.1,69.3,5.6,6,6,Good,Average,100.0,Low Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
17,Female,4.7,1.8,1.6,95.8,5.1,10,2,Good,Good,81.1,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
22,Male,3.5,3.1,2.9,85.4,6.5,6,0,Good,Average,55.1,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
23,Female,3.1,2.1,2.0,95.9,4.7,2,0,Poor,Good,53.3,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Other,3.5,2.3,2.1,84.3,7.6,10,5,Good,Poor,89.1,Low Risk,"['Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
17,Male,4.3,3.4,0.6,59.8,6.6,6,5,Fair,Average,77.3,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.']"
21,Other,1.7,0.2,0.8,83.5,7.0,8,1,Poor,Good,56.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
22,Male,5.2,4.1,3.8,95.6,5.9,6,0,Fair,Good,76.1,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
22,Female,4.6,2.6,1.0,76.1,6.1,4,3,Good,Average,74.6,Medium Risk,['Focus on mental well-being and seek support if needed.']
19,Female,4.6,2.0,3.6,81.1,6.8,4,5,Fair,Average,83.0,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
24,Female,4.2,2.4,1.5,83.2,5.1,9,3,Fair,Average,85.9,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
23,Female,3.5,2.5,1.8,56.0,6.1,6,5,Good,Average,64.5,Medium Risk,['Improve class attendance to at least 80%.']
17,Female,4.5,0.4,3.0,100.0,5.5,8,3,Fair,Good,91.9,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Male,4.4,4.3,3.2,76.0,5.4,8,4,Good,Good,74.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
20,Male,3.0,2.5,1.7,90.1,4.0,7,3,Fair,Poor,70.9,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
18,Female,2.6,3.0,1.4,84.1,8.1,3,6,Fair,Average,66.7,Medium Risk,['Focus on mental well-being and seek support if needed.']
24,Female,3.7,3.6,1.7,97.6,5.7,10,0,Good,Good,77.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
24,Female,5.8,1.3,2.2,89.1,7.9,1,5,Good,Average,99.0,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
